"Trait","Trait.short","N","Nz","Prev","MS.Mdl","VE_ID","CI_ID","MS.CI_ID","LogL_ID","Pv_ID","FDR_ID","SW_PV_ID","SW_FDR_ID","VE_COHOUSING.ID_DMP","CI_COHOUSING.ID_DMP","MS.CI_COHOUSING.ID_DMP","LogL_COHOUSING.ID_DMP","Pv_COHOUSING.ID_DMP","FDR_COHOUSING.ID_DMP","SW_PV_COHOUSING.ID_DMP","SW_FDR_COHOUSING.ID_DMP","VE_famID","CI_famID","MS.CI_famID","LogL_famID","Pv_famID","FDR_famID","SW_PV_famID","SW_FDR_famID","VE_Residual","CI_Residual","MS.CI_Residual","LogL_Residual","Est_Age","SE_Age","P.Chisq_Age","Est_Sex","SE_Sex","P.Chisq_Sex","Est_META.DNA.postclean.reads","SE_META.DNA.postclean.reads","P.Chisq_META.DNA.postclean.reads","Est_META.POOP.Freq","SE_META.POOP.Freq","P.Chisq_META.POOP.Freq"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__Ruminococcus_callidus","s__Ruminococcus_callidus",3571,5198,36.66,"no.family.ID",2.72e-08,NA,"0-0.13",-10480.27038,1,1,0.384980544747082,1,0.10621843,NA,"0.06-0.17",-10484.25262,0.004770403,0.720330853,0.000284046692607004,0.0437431906614786,0.009247867,NA,NA,-10480.33533,0.718524031,1,0.151894941634241,1,0.884533676,NA,"0.77-0.93",-10480.27038,-0.007325557,0.00471569,0.120317253,-0.304007966,0.149100901,0.0414559,0.640656929,0.517572747,0.215786372,-0.411212983,0.134810917,0.002286172
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Subdoligranulum.s__Subdoligranulum_unclassified","s__Subdoligranulum_unclassified",3571,1,99.99,"full.model",0,"0-0.13","0-0.13",-4865.464486,1,1,1,1,0.0327657,"0-0.11","0-0.11",-4865.867699,0.369179398,1,0.0803035019455253,1,0.085485113,"0.04-0.13","0.04-0.13",-4870.222666,0.002036483,0.513193716,7.78210116731517e-06,0.00198443579766537,0.881749187,"0.75-1.00","0.75-1.00",-4865.464486,0.008944247,0.000975589,4.82e-20,-0.133026883,0.030955806,1.73e-05,0.117863358,0.107419413,0.272542669,-0.211019507,0.027995681,4.79e-14
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Acidaminococcaceae.g__Acidaminococcus.s__Acidaminococcus_unclassified","s__Acidaminococcus_unclassified",3571,7695,6.24,"full.model",0,"0-0.1","0-0.1",-8717.625622,1,1,1,1,0.230859121,"0.15-0.3","0.15-0.3",-8734.701475,5.1e-09,1.1271e-06,0,0,0.08397303,"0.04-0.13","0.04-0.13",-8722.784919,0.001316966,0.334509364,7.78210116731517e-06,0.00198443579766537,0.685167849,"0.58-0.74","0.58-0.74",-8717.625622,-0.000462809,0.002999333,0.877370045,0.344728861,0.085794162,5.87e-05,-0.103397809,0.313187473,0.741289121,0.006502797,0.081906124,0.936719804
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila.s__Bilophila_unclassified","s__Bilophila_unclassified",3571,931,88.66,"no.family.ID",1.96e-07,NA,"0-0.17",-10031.99102,1,1,0.368976653696498,1,0.10532647,NA,"0.06-0.18",-10035.48718,0.00818608,1,0.000311284046692607,0.0476264591439689,0.015921645,NA,NA,-10032.1535,0.568650035,1,0.0843385214007782,1,0.87875169,NA,"0.71-0.92",-10031.99102,-0.023340542,0.004164684,2.09e-08,-0.062196548,0.131326674,0.635783899,0.086214314,0.456547613,0.850218456,-0.434310119,0.118928692,0.000260355
"k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobrevibacter.s__Methanobrevibacter_unclassified","s__Methanobrevibacter_unclassified",3571,7731,5.8,"no.cohousing",6e-09,NA,"0-0.11",-7311.023238,1,1,0.404303501945525,1,0.000287923,NA,NA,-7311.023265,0.994170077,1,0.367311284046693,1,0.005508693,NA,"0-0.04",-7311.062342,0.77974188,1,0.204937743190661,1,0.994203379,NA,"0.9-1.00",-7311.023239,0.008392515,0.001882877,8.3e-06,-0.042974008,0.063088188,0.495761655,0.542042016,0.21263845,0.010799354,-0.104038981,0.055370598,0.060250342
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales","o__Desulfovibrionales",3571,746,90.91,"no.family.ID",6.2e-08,NA,"0-0.16",-9784.223213,1,1,0.377105058365759,1,0.114739862,NA,"0.07-0.19",-9788.128734,0.0051928,0.7737272,0.000159533073929961,0.0264824902723735,0.016385731,NA,NA,-9784.404432,0.547156684,1,0.0803501945525292,1,0.868874345,NA,"0.72-0.92",-9784.223214,-0.012775679,0.003895117,0.001038358,0.100780576,0.122199824,0.409530864,0.676790143,0.425914294,0.112053857,-0.493078035,0.110959185,8.84e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales","o__Pseudomonadales",3571,7740,5.69,"no.family.ID",8.51e-10,NA,"0-0.09",-7921.400997,1,1,0.448392996108949,1,0.074839211,NA,"0.02-1.00",-7923.696494,0.032140367,1,0.00338910505836576,0.389747081712062,0.000953116,NA,NA,-7921.402034,0.963674947,1,0.281774319066148,1,0.924207672,NA,"0.82-0.97",-7921.400997,0.006803176,0.002279765,0.002843616,0.110595165,0.073564973,0.132744386,0.036964771,0.252710843,0.883705888,0.073317239,0.065802929,0.2651959
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Propionibacteriaceae","f__Propionibacteriaceae",3571,7784,5.15,"H2.only",7.08e-10,NA,"0-0.14",-7234.001555,1,1,0.453058365758755,1,0.074121797,NA,NA,-7236.933214,0.015459626,1,0.00364980544747082,0.416077821011673,2.47e-10,NA,NA,-7234.001555,1,1,0.361743190661479,1,0.925878202,NA,"0.87-1.00",-7234.001555,-0.000856568,0.001879755,0.648619437,-0.004532955,0.060707899,0.940478638,0.41579257,0.208451774,0.046078846,0.059608884,0.054277625,0.272107541
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae","f__Porphyromonadaceae",3571,69,99.16,"H2.only",2.71e-09,NA,"0-0.15",-6548.445373,1,1,0.421875486381323,1,0.041615582,NA,NA,-6549.243045,0.206564291,1,0.045727626459144,1,0,NA,NA,-6548.445373,1,1,1,1,0.958384416,NA,"0.86-1.00",-6548.445373,-0.003082578,0.001537339,0.044948187,0.007117412,0.050511974,0.887944637,-0.270471635,0.171932801,0.115690082,0.04313083,0.044766018,0.335310428
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae","f__Desulfovibrionaceae",3571,746,90.91,"no.family.ID",6.2e-08,NA,"0-0.16",-9784.223212,1,1,0.377105058365759,1,0.114739841,NA,"0.07-0.19",-9788.128733,0.0051928,0.7737272,0.000159533073929961,0.0264824902723735,0.016385773,NA,NA,-9784.40443,0.547156678,1,0.0803501945525292,1,0.868874324,NA,"0.72-0.92",-9784.223213,-0.012775679,0.003895117,0.001038358,0.100780577,0.122199823,0.409530859,0.676790128,0.425914294,0.112053865,-0.493078041,0.110959185,8.84e-06
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium","g__Eubacterium",3571,58,99.29,"no.family.ID",1.46e-10,NA,"0-0.15",-6625.646887,1,1,0.497241245136187,1,0.008816648,NA,"0-0.07",-6625.675111,0.812199043,1,0.269385214007782,1,0.009915821,NA,NA,-6625.700374,0.743614477,1,0.1435953307393,1,0.981267531,NA,"0.85-1.00",-6625.646887,0.002789473,0.001560023,0.073760326,-0.071220022,0.051915924,0.170115165,-0.096508563,0.175605598,0.582610456,-0.141853899,0.045726958,0.00192092
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus","g__Coprococcus",3571,1430,82.58,"full.model",0,"0-0.06","0-0.06",-9950.950002,1,1,1,1,0.077818127,"0.01-0.13","0.01-0.13",-9953.847879,0.016064929,1,0.00253696498054475,0.29936186770428,0,"0-0.04","0-0.04",-9950.950002,1,1,1,1,0.922181873,"0.88-1.00","0.88-1.00",-9950.950002,0.004920016,0.004026841,0.221781306,-0.075834103,0.12979682,0.559050516,1.710590805,0.446120481,0.000125887,-0.352158844,0.116164487,0.002432989
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea","g__Dorea",3571,891,89.14,"full.model",0,"0-0.06","0-0.06",-9092.340382,1,1,1,1,0.0485549,"0-1.00","0-1.00",-9093.918829,0.075606891,1,0.0279377431906615,1,0,"0-0.02","0-0.02",-9092.340382,1,1,1,1,0.9514451,"0.87-1.00","0.87-1.00",-9092.340382,-0.001852163,0.003140611,0.55536093,0.055852474,0.102809415,0.586949255,0.293684837,0.350601007,0.402221048,-0.189809885,0.091285998,0.037590884
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcaceae_noname","g__Ruminococcaceae_noname",3571,6551,20.18,"no.cohousing",1.03e-09,NA,"0-0.12",-9209.775474,1,1,0.443540856031128,1,0,NA,NA,-9209.775474,0.999386625,1,1,1,0.025509868,NA,"0-0.06",-9210.52525,0.220740205,1,0.0298871595330739,1,0.974490131,NA,"0.86-0.99",-9209.775474,0.018617132,0.003221428,7.51e-09,-0.453357345,0.106905242,2.23e-05,0.626867418,0.362241488,0.083536782,-0.084308061,0.09433688,0.371487013
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Subdoligranulum","g__Subdoligranulum",3571,1,99.99,"full.model",0,"0-0.12","0-0.12",-4872.376907,1,1,1,1,0.02950241,"0-0.1","0-0.1",-4872.703302,0.419116501,1,0.0975291828793774,1,0.084785359,"0.04-0.13","0.04-0.13",-4877.131553,0.002044339,0.513193716,7.78210116731517e-06,0.00198443579766537,0.88571223,"0.76-1.00","0.76-1.00",-4872.376907,0.008942904,0.000976526,5.29e-20,-0.135563451,0.031048253,1.26e-05,0.120885415,0.107629644,0.261369139,-0.214168559,0.028049533,2.25e-14
